"Inistioge","Kilkenny","Ireland",
"Inniscrone","Sligo","Ireland",
"Innishannon","Cork","Ireland",
"Inniskeen","Monaghan","Ireland",
"J[edit]","Ireland",
"Jenkinstown","Louth","Ireland",
"Johnstown","Kildare","Ireland",
"Johnstown","Kilkenny","Ireland",
"Julianstown/Whitecross","Meath","Ireland",
"K[edit]","Ireland",
"Kanturk","Cork","Ireland",
"Keadew","Roscommon","Ireland",
"Keel-Dooagh","Mayo","Ireland",
"Keenagh","Longford","Ireland",
"Kells","Kilkenny","Ireland",
"Kenmare","Kerry","Ireland",
"Kentstown","Meath","Ireland",
"Kernanstown","Carlow","Ireland",
"Kilbeggan","Westmeath","Ireland",
"Kilberry","Kildare","Ireland",
"Kilcar","Donegal","Ireland",
"Kilcloon","Meath","Ireland",
"Kilcock","Kildare","Ireland",
"Kilcoole","Wicklow","Ireland",
"Kilcormac(orFrankford)","Offaly","Ireland",
"Kilcullen","Kildare","Ireland",
"Kildalkey","Meath","Ireland",
"Kildare","Kildare","Ireland",
"Kildorrery","Cork","Ireland",
"Kildrum","Donegal","Ireland",
"Kildysart","Clare","Ireland",
"Kilfenora","Clare","Ireland",
"Kilfinane","Limerick","Ireland",
"Kilgarvan","Kerry","Ireland",
"Kilkee","Clare","Ireland",
"Kilkelly","Mayo","Ireland",
"KilkennyBorough","Kilkenny","Ireland",
"Kilkishen","Clare","Ireland",
"Kill","Kildare","Ireland",
"Kill","Waterford","Ireland",
"Killala","Mayo","Ireland",
"Killaloe","Clare","Ireland",
"KillarneyTown","Kerry","Ireland",
"Killavullen","Cork","Ireland",
"Killeagh","Cork","Ireland",
"Killeigh","Offaly","Ireland",
"Killenaule","TipperarySouth","Ireland",
"Killeshandra","Cavan","Ireland",
"Killimor","Galway","Ireland",
"Killorglin","Kerry","Ireland",
"Killucan-Rathwire","Westmeath","Ireland",
"Killumney","Cork","Ireland",
"Killybegs","Donegal","Ireland",
"Killygordan","Donegal","Ireland",
"Kilmacanogue","Wicklow","Ireland",
"Kilmacow","Kilkenny","Ireland",
"Kilmacrennan","Donegal","Ireland",
"Kilmacthomas","Waterford","Ireland",
"Kilmaine","Mayo","Ireland",
"Kilmainham","Meath","Ireland",
"Kilmallock","Limerick","Ireland",
"Kilmeage","Kildare","Ireland",
"Kilmessan","Meath","Ireland",
"Kilmihill","Clare","Ireland",
"Kilmoganny","Kilkenny","Ireland",
"KilmoreQuay","Wexford","Ireland",
"Kilnaleck","Cavan","Ireland",
"Kilpedder","Wicklow","Ireland",
"Kilrane","Wexford","Ireland",
"Kilronan","Galway","Ireland",
"KilrushTown","Clare","Ireland",
"Kilsheelan","TipperarySouth","Ireland",
"Kiltimagh","Mayo","Ireland",
"Kilworth","Cork","Ireland",
"Kingscourt","Cavan","Ireland",
"Kinlough","Leitrim","Ireland",
"Kinnegad","Westmeath","Ireland",
"Kinnitty","Offaly","Ireland",
"KinsaleTown","Cork","Ireland",
"Kinsealy-Drinan","Fingal","Ireland",
"Kinvara","Galway","Ireland",
"Knightstown","Kerry","Ireland",
"Knock","Mayo","Ireland",
"Knockbridge","Louth","Ireland",
"Knockglass","Cork","Ireland",
"Knocklong","Limerick","Ireland",
"Knocknagree","Cork","Ireland",
"L[edit]","Ireland",
"Lackaghbeg","Galway","Ireland",
"Ladytown","Kildare","Ireland",
"Laghy(Laghey)","Donegal","Ireland",
"Lahinch","Clare","Ireland",
"Lanesborough-Ballyleague","LongfordandRoscommon","Ireland",
"Laragh","Wicklow","Ireland",
"Lawcus","Kilkenny","Ireland",
"Laytown-Bettystown-Mornington","Meath","Ireland",
"Leap","Cork","Ireland",
"Leighlinbridge","Carlow","Ireland",
"Leixlip","Kildare","Ireland",
"Lemybrien","Waterford","Ireland",
"LetterkennyTown","Donegal","Ireland",
"Lifford","Donegal","Ireland",
"LimerickCity","Limerick","Ireland",
"Liscannor","Clare","Ireland",
"Liscarroll","Cork","Ireland",
"Lisdoonvarna","Clare","Ireland",
"Lismore","Waterford","Ireland",
"ListowelTown","Kerry","Ireland",
"Littleton","TipperaryNorth","Ireland",
"Lixnaw","Kerry","Ireland",
"LongfordTown","Longford","Ireland",
"Longwood","Meath","Ireland",
"Loughanure","Donegal","Ireland",
"Loughglinn","Roscommon","Ireland",
"Loughrea","Galway","Ireland",
"Loughshinny","Fingal","Ireland",
"Louisburgh","Mayo","Ireland",
"Louth","Louth","Ireland",
"Lusk","Fingal","Ireland",
"M[edit]","Ireland",
"MacroomTown","Cork","Ireland",
"Maddenstown","Kildare","Ireland",
"Malahide","Fingal","Ireland",
"MallowTown","Cork","Ireland",
"Manorcunningham","Donegal","Ireland",
"Manorhamilton","Leitrim","Ireland",
"Maynooth","Kildare","Ireland",
"MeathasTruim(orEdgeworthstown)","Longford","Ireland",
"Meenlaragh","Donegal","Ireland",
"MidletonTown","Cork","Ireland",
"Milford","Cork","Ireland",
"Milford","Donegal","Ireland",
"Millstreet","Cork","Ireland",
"MilltownMalbay","Clare","Ireland",
"Milltown","Kerry","Ireland",
"Milltown","Kildare","Ireland",
"Mitchelstown","Cork","Ireland",
"Moate","Westmeath","Ireland",
"ModelVillage(orDripsey)","Cork","Ireland",
"Mohill","Leitrim","Ireland",
"MonaghanTown","Monaghan","Ireland",
"Monasterevin","Kildare","Ireland",
"Moneenroe","Kilkenny","Ireland",
"Moneygall","Offaly","Ireland",
"Monivea","Galway","Ireland",
"Mooncoin","Kilkenny","Ireland",
"Moroe","Limerick","Ireland",
"MountBellew","Galway","Ireland",
"Mountcharles","Donegal","Ireland",
"Mountcollins","Limerick","Ireland",
"Mountmellick","Laois","Ireland",
"Mountrath","Laois","Ireland",
"Moville","Donegal","Ireland",
"Moycullen","Galway","Ireland",
"Moylough","Galway","Ireland",
"Mucklagh","Offaly","Ireland",
"Muff","Donegal","Ireland",
"Muinebeag(formerlyBagenalstown)","Carlow","Ireland",
"Mullagh","Cavan","Ireland",
"Mullaghmore","Sligo","Ireland",
"Mullinahone","TipperarySouth","Ireland",
"Mullinavat","Kilkenny","Ireland",
"Mullingar","Westmeath","Ireland",
"Multyfarnham","Westmeath","Ireland",
"Mungret","Limerick","Ireland",
"Murntown","Wexford","Ireland",
"N[edit]","Ireland",
"NaasTown","Kildare","Ireland",
"Naul","Fingal","Ireland",
"Navan(AnUaimh)Town","Meath","Ireland",
"NenaghTown","TipperaryNorth","Ireland",
"NewRossTown","Wexford","Ireland",
"Newbawn","Wexford","Ireland",
"Newbliss","Monaghan","Ireland",
"NewcastleWest","Limerick","Ireland",
"Newcastle","Dublin","Ireland",
"Newcastle","TipperarySouth","Ireland",
"Newcastle","Wicklow","Ireland",
"Newmarket-on-Fergus","Clare","Ireland",
"Newmarket","Cork","Ireland",
"Newport","Mayo","Ireland",
"Newport","TipperaryNorth","Ireland",
"Newtown","Cork","Ireland",
"Newtown","Laois","Ireland",
"Newtowncunningham","Donegal","Ireland",
"Newtownforbes","Longford","Ireland",
"Newtownmountkennedy","Wicklow","Ireland",
"Newtownsandes","Kerry","Ireland",
"Nobber","Meath","Ireland",
"Nurney","Kildare","Ireland",
"O'Briensbridge-Montpelier","ClareandLimerick","Ireland",
"O[edit]","Ireland",
"Oilgate","Wexford","Ireland",
"Oldcastle","Meath","Ireland",
"Oldtown","Fingal","Ireland",
"Omeath","Louth","Ireland",
"Oola","Limerick","Ireland",
"Oranmore","Galway","Ireland",
"Oughterard","Galway","Ireland",
"P[edit]","Ireland",
"PallasGreen","Limerick","Ireland",
"Pallaskenry","Limerick","Ireland",
"PassageEast","Waterford","Ireland",
"PassageWest","Cork","Ireland",
"Patrickswell","Limerick","Ireland",
"Paulstown","Kilkenny","Ireland",
"Pettigo(pt.)(a)","Donegal","Ireland",
"Piercetown","Wexford","Ireland",
"Piltown","Kilkenny","Ireland",
"Portarlington","LaoisandOffaly","Ireland",
"Portlaoise(formerlyMaryborough)","Laois","Ireland",
"Portlaw","Waterford","Ireland",
"Portmarnock","Fingal","Ireland",
"Portrane","Fingal","Ireland",
"Portroe","TipperaryNorth","Ireland",
"Portumna","Galway","Ireland",
"Prosperous","Kildare","Ireland",
"Puckaun","TipperaryNorth","Ireland",
"Q[edit]","Ireland",
"Quilty","Clare","Ireland",
"Quin","Clare","Ireland",
"R[edit]","Ireland",
"Raharney","Westmeath","Ireland",
"Ramelton","Donegal","Ireland",
"Rannafast","Donegal","Ireland",
"Raphoe","Donegal","Ireland",
"Rathangan","Kildare","Ireland",
"Rathard","Cork","Ireland",
"Rathcoole","SouthDublin","Ireland",
"Rathcormac","Cork","Ireland",
"Rathdowney","Laois","Ireland",
"Rathdrum","Wicklow","Ireland",
"Rathkeale","Limerick","Ireland",
"Rathluirc(orCharleville)","Cork","Ireland",
"Rathmolyon","Meath","Ireland",
"Rathmore","Kerry","Ireland",
"Rathmullan","Donegal","Ireland",
"Rathnew","Wicklow","Ireland",
"Rathvilly","Carlow","Ireland",
"Ratoath","Meath","Ireland",
"Reardnogy","TipperaryNorth","Ireland",
"Rhode","Offaly","Ireland",
"Ring","Waterford","Ireland",
"Ringaskiddy(orLoughbeg)","Cork","Ireland",
"Rivermeade","Fingal","Ireland",
"Riverstown","Sligo","Ireland",
"Robertstown","Kildare","Ireland",
"Rochfortbridge","Westmeath","Ireland",
"Rockcorry","Monaghan","Ireland",
"Roosky","LeitrimandRoscommon","Ireland",
"Roscommon","Roscommon","Ireland",
"Roscrea","TipperaryNorth","Ireland",
"Rosscarbery","Cork","Ireland",
"RossesPoint","Sligo","Ireland",
"Rosslare","Wexford","Ireland",
"Roundstone","Galway","Ireland",
"Roundwood","Wicklow","Ireland",
"Rush","Fingal","Ireland",
"S[edit]","Ireland",
"Saggart","SouthDublin","Ireland",
"Sallins","Kildare","Ireland",
"Scarriff","Clare","Ireland",
"Schull","Cork","Ireland",
"Scotstown","Monaghan","Ireland",
"Shanagarry","Cork","Ireland",
"Shanagolden","Limerick","Ireland",
"ShannonEnvirons","Clare","Ireland",
"Shannon","Clare","Ireland",
"Shannonbridge","Offaly","Ireland",
"Shercock","Cavan","Ireland",
"Shillelagh","Wicklow","Ireland",
"Shinrone","Offaly","Ireland",
"Shrule","Mayo","Ireland",
"Silvermines","TipperaryNorth","Ireland",
"Sixmilebridge","Clare","Ireland",
"Skerries","Fingal","Ireland",
"SkibbereenTown","Cork","Ireland",
"Slane","Meath","Ireland",
"Slieverue","Kilkenny","Ireland",
"SligoBorough","Sligo","Ireland",
"Smithborough","Monaghan","Ireland",
"Sneem","Kerry","Ireland",
"Spa","Kerry","Ireland",
"Spiddle","Galway","Ireland",
"St.Johnston","Donegal","Ireland",
"Stamullen","Meath","Ireland")
