"Event","Date","Time","Attendees"
"Meet Roche - Business Perspectives - Session 1",2021-01-08,2021-01-08 15:59:32,501
"Meet Roche - Business Perspectives - Session 1",2021-01-09,2021-01-09 15:10:37,543
"Meet Roche - Business Perspectives - Session 1",2021-01-09,2021-01-09 19:12:29,556
"Meet Roche - Business Perspectives - Session 1",2021-01-09,2021-01-09 21:55:21,564
"Meet Roche - Business Perspectives - Session 1",2021-01-10,2021-01-10 11:31:34,592
"Meet Roche - Business Perspectives - Session 1",2021-01-11,2021-01-11 23:34:21,713
"Meet Roche - Business Perspectives - Session 1",2021-01-12,2021-01-12 10:56:33,802
"Meet Roche - Business Perspectives - Session 1",2021-01-12,2021-01-12 17:00:00,853
"Meet Roche - Business Perspectives - Session 2",2021-01-07,2021-01-07 11:05:47,137
"Meet Roche - Business Perspectives - Session 2",2021-01-07,2021-01-07 23:33:45,156
"Meet Roche - Business Perspectives - Session 2",2021-01-08,2021-01-08 13:30:38,168
"Meet Roche - Business Perspectives - Session 2",2021-01-08,2021-01-08 15:59:32,172
"Meet Roche - Business Perspectives - Session 2",2021-01-09,2021-01-09 15:10:37,187
"Meet Roche - Business Perspectives - Session 2",2021-01-09,2021-01-09 21:55:21,195
"Meet Roche - Business Perspectives - Session 2",2021-01-10,2021-01-10 11:31:34,205
"Meet Roche - Business Perspectives - Session 2",2021-01-11,2021-01-11 23:34:21,274
"Meet Roche - Business Perspectives - Session 2",2021-01-12,2021-01-12 10:56:33,21
"Meet Roche - Business Perspectives - Session 2",2021-01-12,2021-01-12 17:00:00,309
"Mini-webinar: SupChat - Live Chat solution with AI assistance",2021-01-05,2021-01-05 10:51:31,29
"Mini-webinar: SupChat - Live Chat solution with AI assistance",2021-01-05,2021-01-05 23:22:53,33
"Mini-webinar: SupChat - Live Chat solution with AI assistance",2021-01-06,2021-01-06 14:05:45,33
"Mini-webinar: SupChat - Live Chat solution with AI assistance",2021-01-07,2021-01-07 11:05:47,35
"Mini-webinar: SupChat - Live Chat solution with AI assistance",2021-01-07,2021-01-07 23:33:45,36
"Mini-webinar: SupChat - Live Chat solution with AI assistance",2021-01-13,2021-01-13 19:35:26,42
"Panel 2: Data Science Education Policy Support",2021-01-04,2021-01-04 22:13:24,150
"Panel 2: Data Science Education Policy Support",2021-01-05,2021-01-05 01:00:51,151
"Panel 2: Data Science Education Policy Support",2021-01-05,2021-01-05 09:55:01,156
"Panel 2: Data Science Education Policy Support",2021-01-05,2021-01-05 13:42:12,160
"Panel 2: Data Science Education Policy Support",2021-01-05,2021-01-05 16:42:15,166
"Panel 2: Data Science Education Policy Support",2021-01-05,2021-01-05 20:14:07,170
"Panel 2: Data Science Education Policy Support",2021-01-05,2021-01-05 23:22:53,172
"Panel 2: Data Science Education Policy Support",2021-01-06,2021-01-06 09:50:53,179
"Panel 2: Data Science Education Policy Support",2021-01-06,2021-01-06 19:42:02,187
"Panel 2: Data Science Education Policy Support",2021-01-07,2021-01-07 11:05:47,194
"Panel 2: Data Science Education Policy Support",2021-01-07,2021-01-07 23:33:45,202
"Panel 2: Data Science Education Policy Support",2021-01-08,2021-01-08 18:35:31,205
"Panel 2: Data Science Education Policy Support",2021-01-08,2021-01-08 13:30:38,205
"Panel 2: Data Science Education Policy Support",2021-01-09,2021-01-09 19:12:29,208
"Panel 2: Data Science Education Policy Support",2021-01-09,2021-01-09 15:10:37,208
"Panel 2: Data Science Education Policy Support",2021-01-13,2021-01-13 16:45:00,253
"Project Data Pioneers: Insights from Sir Robert McAlpine<U+0092>s Head of Data",2021-01-04,2021-01-04 22:39:35,220
"Project Data Pioneers: Insights from Sir Robert McAlpine<U+0092>s Head of Data",2021-01-05,2021-01-05 09:55:01,224
"Project Data Pioneers: Insights from Sir Robert McAlpine<U+0092>s Head of Data",2021-01-05,2021-01-05 10:51:31,225
"Project Data Pioneers: Insights from Sir Robert McAlpine<U+0092>s Head of Data",2021-01-05,2021-01-05 20:14:07,240
"Project Data Pioneers: Insights from Sir Robert McAlpine<U+0092>s Head of Data",2021-01-06,2021-01-06 19:15:53,257
"Project Data Pioneers: Insights from Sir Robert McAlpine<U+0092>s Head of Data",2021-01-07,2021-01-07 23:48:31,270
"Project Data Pioneers: Insights from Sir Robert McAlpine<U+0092>s Head of Data",2021-01-07,2021-01-07 23:33:45,270
"Project Data Pioneers: Insights from Sir Robert McAlpine<U+0092>s Head of Data",2021-01-09,2021-01-09 17:44:45,286
"Project Data Pioneers: Insights from Sir Robert McAlpine<U+0092>s Head of Data",2021-01-13,2021-01-13 16:50:00,375
"PSC X SFL LIT Policython",2021-01-06,2021-01-06 09:50:53,86
"PSC X SFL LIT Policython",2021-01-07,2021-01-07 23:33:45,86
"PSC X SFL LIT Policython",2021-01-13,2021-01-13 20:24:40,91
"R in the Energy Industry",2021-01-09,2021-01-09 15:10:37,19
"R in the Energy Industry",2021-01-10,2021-01-10 11:31:34,25
"R in the Energy Industry",2021-01-11,2021-01-11 10:29:11,25
"R in the Energy Industry",2021-01-12,2021-01-12 00:13:39,25
"R in the Energy Industry",2021-01-12,2021-01-12 10:56:33,65
"R in the Energy Industry",2021-01-13,2021-01-13 18:05:42,76
"R in the Energy Industry",2021-01-13,2021-01-13 13:23:26,76
"Red Hat Ansible Security Automation Platform Workshop",2021-01-05,2021-01-05 20:14:07,31
"Red Hat Ansible Security Automation Platform Workshop",2021-01-06,2021-01-06 13:54:17,33
"Red Hat Ansible Security Automation Platform Workshop",2021-01-07,2021-01-07 23:33:45,38
"Red Hat Ansible Security Automation Platform Workshop",2021-01-13,2021-01-13 20:24:40,57
"Sales Hack: Using Social Signals to Close More Deals",2021-01-05,2021-01-05 10:51:31,46
"Sales Hack: Using Social Signals to Close More Deals",2021-01-05,2021-01-05 23:22:53,49
"Sales Hack: Using Social Signals to Close More Deals",2021-01-06,2021-01-06 09:50:53,51
"Sales Hack: Using Social Signals to Close More Deals",2021-01-13,2021-01-13 20:24:40,66
"SEJ eSummit Virtual Conference for SEO and Digital Marketing 2021",2021-01-06,2021-01-06 13:54:17,2554
"SEJ eSummit Virtual Conference for SEO and Digital Marketing 2021",2021-01-06,2021-01-06 14:05:45,2562
"SEJ eSummit Virtual Conference for SEO and Digital Marketing 2021",2021-01-07,2021-01-07 23:33:45,2644
"SEJ eSummit Virtual Conference for SEO and Digital Marketing 2021",2021-01-07,2021-01-07 23:33:45,2645
"SEJ eSummit Virtual Conference for SEO and Digital Marketing 2021",2021-01-09,2021-01-09 17:44:45,2713
"SEJ eSummit Virtual Conference for SEO and Digital Marketing 2021",2021-01-10,2021-01-10 12:40:57,2730
"SEJ eSummit Virtual Conference for SEO and Digital Marketing 2021",2021-01-10,2021-01-10 12:55:39,2731
"SEJ eSummit Virtual Conference for SEO and Digital Marketing 2021",2021-01-10,2021-01-10 21:04:14,2750
"SEJ eSummit Virtual Conference for SEO and Digital Marketing 2021",2021-01-11,2021-01-11 23:34:21,2802
"SEJ eSummit Virtual Conference for SEO and Digital Marketing 2021",2021-01-13,2021-01-13 18:05:42,2911
"SEJ eSummit Virtual Conference for SEO and Digital Marketing 2021",2021-01-13,2021-01-13 13:23:26,2911
"SEJ eSummit Virtual Conference for SEO and Digital Marketing 2021",2021-01-13,2021-01-13 16:55:00,2913
"SEJ eSummit Virtual Conference for SEO and Digital Marketing 2021",2021-01-13,2021-01-13 18:05:42,2913
"The 11th Gulf Intelligence <U+0093>GLOBAL<U+0094> UAE Energy Forum 2021",2021-01-13,2021-01-13 17:10:00,793
"The decision-making process for infrastructural investments choices",2021-01-08,2021-01-08 18:35:31,15
"The decision-making process for infrastructural investments choices",2021-01-13,2021-01-13 20:24:40,18
"The Future of Digital Marketing: A Rival to Traditional Media?",2021-01-04,2021-01-04 22:39:35,30
"The Future of Digital Marketing: A Rival to Traditional Media?",2021-01-05,2021-01-05 13:42:12,36
"The Future of Digital Marketing: A Rival to Traditional Media?",2021-01-10,2021-01-10 21:54:00,44
"The Future of Digital Marketing: A Rival to Traditional Media?",2021-01-10,2021-01-10 21:57:32,44
"The Future of Digital Marketing: A Rival to Traditional Media?",2021-01-13,2021-01-13 20:24:40,44
"Webinar | Accelerate Digital Supply Chains with Real-Time Applications",2021-01-06,2021-01-06 19:15:53,98
"Webinar | Accelerate Digital Supply Chains with Real-Time Applications",2021-01-09,2021-01-09 17:44:45,130
"Webinar | Accelerate Digital Supply Chains with Real-Time Applications",2021-01-10,2021-01-10 21:04:14,133
"Webinar | Accelerate Digital Supply Chains with Real-Time Applications",2021-01-11,2021-01-11 23:34:21,146
"Webinar Radiopharmaceutical Packaging (January 12th)",2021-01-13,2021-01-13 20:24:40,780
"Webinar. Applied Scientific Marketing: Machine Learning Methodologies etc.",2021-01-04,2021-01-04 22:13:24,41
"Webinar. Applied Scientific Marketing: Machine Learning Methodologies etc.",2021-01-05,2021-01-05 09:55:01,47
"Webinar. Applied Scientific Marketing: Machine Learning Methodologies etc.",2021-01-05,2021-01-05 19:06:04,66
"Webinar. Applied Scientific Marketing: Machine Learning Methodologies etc.",2021-01-05,2021-01-05 20:14:07,68
"Webinar. Applied Scientific Marketing: Machine Learning Methodologies etc.",2021-01-05,2021-01-05 23:22:53,74
"Webinar. Applied Scientific Marketing: Machine Learning Methodologies etc.",2021-01-06,2021-01-06 13:54:17,85
"Webinar. Applied Scientific Marketing: Machine Learning Methodologies etc.",2021-01-07,2021-01-07 11:05:47,107
"Webinar. Applied Scientific Marketing: Machine Learning Methodologies etc.",2021-01-07,2021-01-07 23:33:45,112
"Webinar. Applied Scientific Marketing: Machine Learning Methodologies etc.",2021-01-09,2021-01-09 15:10:37,129
"Webinar. Applied Scientific Marketing: Machine Learning Methodologies etc.",2021-01-09,2021-01-09 19:04:59,130
"Webinar. Applied Scientific Marketing: Machine Learning Methodologies etc.",2021-01-10,2021-01-10 11:31:34,136
"Webinar. Applied Scientific Marketing: Machine Learning Methodologies etc.",2021-01-10,2021-01-10 12:55:39,137
"Webinar. Applied Scientific Marketing: Machine Learning Methodologies etc.",2021-01-11,2021-01-11 10:29:11,149
"Webinar. Applied Scientific Marketing: Machine Learning Methodologies etc.",2021-01-12,2021-01-12 00:13:39,149
"Webinar. Applied Scientific Marketing: Machine Learning Methodologies etc.",2021-01-12,2021-01-12 10:56:33,181
"Webinar. Applied Scientific Marketing: Machine Learning Methodologies etc.",2021-01-13,2021-01-13 17:30:00,200
"Webinar: Building AI-First Products by Expedia Sr Product Manager",2021-01-05,2021-01-05 15:37:25,23
"Webinar: Building AI-First Products by Expedia Sr Product Manager",2021-01-08,2021-01-08 13:30:38,26
"Webinar: Building AI-First Products by Expedia Sr Product Manager",2021-01-09,2021-01-09 15:10:37,28
"Webinar: Building AI-First Products by Expedia Sr Product Manager",2021-01-09,2021-01-09 19:12:29,29
"Webinar: Building AI-First Products by Expedia Sr Product Manager",2021-01-09,2021-01-09 21:28:37,32
"Webinar: Building AI-First Products by Expedia Sr Product Manager",2021-01-10,2021-01-10 11:31:34,33
"Webinar: Building AI-First Products by Expedia Sr Product Manager",2021-01-10,2021-01-10 19:33:21,34
"Webinar: Building AI-First Products by Expedia Sr Product Manager",2021-01-10,2021-01-10 12:02:26,34
"Webinar: Building AI-First Products by Expedia Sr Product Manager",2021-01-13,2021-01-13 20:24:40,44
"Sales Hack: Using Social Signals to Close More Deals",2021-01-13,2021-01-13 20:24:40,66
"Kids Coding Camp",2021-01-13,2021-01-13 20:24:40,82
"PSC X SFL LIT Policython",2021-01-13,2021-01-13 20:24:40,91
"Digital Resilience Forum",2021-01-13,2021-01-13 20:24:40,69
"The decision-making process for infrastructural investments choices",2021-01-13,2021-01-13 20:24:40,18
"DevOps Online Interactive Training | Weekend Batch",2021-01-13,2021-01-13 20:24:40,172
"Making Your Data Work for You",2021-01-13,2021-01-13 20:24:40,213
"Webinar Radiopharmaceutical Packaging (January 12th)",2021-01-13,2021-01-13 20:24:40,780
"Begin with AI/ML",2021-01-13,2021-01-13 20:24:40,11
"COVID-19 Vaccines in India: IBLoT Virtual Networking Meet-up",2021-01-13,2021-01-13 20:24:40,34
"How To Practice Emotional Intelligence in HR",2021-01-13,2021-01-13 20:24:40,324
"The Future of Digital Marketing: A Rival to Traditional Media?",2021-01-13,2021-01-13 20:24:40,44
"Webinar: Building AI-First Products by Expedia Sr Product Manager",2021-01-13,2021-01-13 20:24:40,44
"Join Free Webinar on Data Science In Collaboration with IBM",2021-01-13,2021-01-13 20:24:40,146
"The Future of Digital Marketing: A Rival to Traditional Media?",2021-01-13,2021-01-13 20:24:40,44
"1/12/21 - Introductory Webinar and Application Demo",2021-01-09,2021-01-09 21:28:37,367
"1/12/21 - Introductory Webinar and Application Demo",2021-01-13,2021-01-13 19:35:26,482
"Begin with AI/ML",2021-01-09,2021-01-09 21:28:37,11
"Begin with AI/ML",2021-01-10,2021-01-10 12:02:26,11
"COVID-19 Vaccines in India: IBLoT Virtual Networking Meet-up",2021-01-09,2021-01-09 15:10:37,30
"COVID-19 Vaccines in India: IBLoT Virtual Networking Meet-up",2021-01-10,2021-01-10 11:31:34,33
"Create Your Year Vision Board Event",2021-01-08,2021-01-08 15:59:32,17
"DevOps Online Interactive Training | Weekend Batch",2021-01-05,2021-01-05 09:55:01,18
"DevOps Online Interactive Training | Weekend Batch",2021-01-09,2021-01-09 20:53:21,172
"Digital Resilience Forum",2021-01-04,2021-01-04 22:39:35,55
"Digital Resilience Forum",2021-01-04,2021-01-04 22:39:35,63
"Digital Resilience Forum",2021-01-05,2021-01-05 13:42:12,59
"Digital Resilience Forum",2021-01-05,2021-01-05 13:42:12,63
"Digital Resilience Forum",2021-01-08,2021-01-08 18:35:31,62
"Digital Resilience Forum",2021-01-08,2021-01-08 18:35:31,69
"How To Practice Emotional Intelligence in HR",2021-01-07,2021-01-07 23:33:45,45
"How To Practice Emotional Intelligence in HR",2021-01-09,2021-01-09 21:28:37,184
"How To Practice Emotional Intelligence in HR",2021-01-10,2021-01-10 12:55:39,189
"Join Free Webinar on Data Science In Collaboration with IBM",2021-01-09,2021-01-09 15:10:37,117
"Join Free Webinar on Data Science In Collaboration with IBM",2021-01-09,2021-01-09 19:12:29,138
"Join Free Webinar on Data Science In Collaboration with IBM",2021-01-09,2021-01-09 21:28:37,139
"Join Free Webinar on Data Science In Collaboration with IBM",2021-01-10,2021-01-10 21:13:32,146
"Kids Coding Camp",2021-01-06,2021-01-06 09:50:53,76
"Kids Coding Camp",2021-01-07,2021-01-07 23:33:45,79
"Mini-webinar: SupChat - Live Chat solution with AI assistance",2021-01-05,2021-01-05 10:51:31,29
"Mini-webinar: SupChat - Live Chat solution with AI assistance",2021-01-05,2021-01-05 23:22:53,33
"Mini-webinar: SupChat - Live Chat solution with AI assistance",2021-01-06,2021-01-06 14:05:45,33
"Mini-webinar: SupChat - Live Chat solution with AI assistance",2021-01-07,2021-01-07 11:05:47,35
"Mini-webinar: SupChat - Live Chat solution with AI assistance",2021-01-07,2021-01-07 23:33:45,36
"Mini-webinar: SupChat - Live Chat solution with AI assistance",2021-01-13,2021-01-13 19:35:26,42
"PSC X SFL LIT Policython",2021-01-06,2021-01-06 09:50:53,86
"PSC X SFL LIT Policython",2021-01-07,2021-01-07 23:33:45,86
"Sales Hack: Using Social Signals to Close More Deals",2021-01-05,2021-01-05 10:51:31,46
"Sales Hack: Using Social Signals to Close More Deals",2021-01-05,2021-01-05 23:22:53,49
"Sales Hack: Using Social Signals to Close More Deals",2021-01-06,2021-01-06 09:50:53,51
"The decision-making process for infrastructural investments choices",2021-01-08,2021-01-08 18:35:31,15
"The Future of Digital Marketing: A Rival to Traditional Media?",2021-01-04,2021-01-04 22:39:35,30
"The Future of Digital Marketing: A Rival to Traditional Media?",2021-01-05,2021-01-05 13:42:12,36
"The Future of Digital Marketing: A Rival to Traditional Media?",2021-01-10,2021-01-10 21:54:00,44
"The Future of Digital Marketing: A Rival to Traditional Media?",2021-01-10,2021-01-10 21:57:32,44
"Webinar: Building AI-First Products by Expedia Sr Product Manager",2021-01-05,2021-01-05 15:37:25,23
"Webinar: Building AI-First Products by Expedia Sr Product Manager",2021-01-08,2021-01-08 13:30:38,26
"Webinar: Building AI-First Products by Expedia Sr Product Manager",2021-01-09,2021-01-09 15:10:37,28
"Webinar: Building AI-First Products by Expedia Sr Product Manager",2021-01-09,2021-01-09 19:12:29,29
"Webinar: Building AI-First Products by Expedia Sr Product Manager",2021-01-09,2021-01-09 21:28:37,32
"Webinar: Building AI-First Products by Expedia Sr Product Manager",2021-01-10,2021-01-10 11:31:34,33
"Webinar: Building AI-First Products by Expedia Sr Product Manager",2021-01-10,2021-01-10 19:33:21,34
"Webinar: Building AI-First Products by Expedia Sr Product Manager",2021-01-10,2021-01-10 12:02:26,34
"[Free Webinar] Digital Transformation of SMEs in the 5G Era",2021-01-11,2021-01-11 15:30:00,431
"<U+2728>Merry Christmas & Happy New Year 2021 at FEDE showroom<U+2728>",2021-01-11,2021-01-11 15:30:00,112
"2 <e8>me Session des entretiens - Master Sp<e9>cialis<e9> Data Engineering-EHTP",2021-01-11,2021-01-11 15:30:00,323
"2021-01-07 RINGKNOCKER Virtual Meetup",2021-01-11,2021-01-11 15:35:00,140
"27th Inflection Martech Innovation Web Conference & Awards",2021-01-11,2021-01-11 15:35:00,199
"AAPM Annual Meeting 2021 (AAPM2021)",2021-01-11,2021-01-11 15:40:00,1807
"AI in Pharma Biotech and Drug Discovery Industry 2020",2021-01-11,2021-01-11 15:55:00,1839
"Astor Perkins January 8th Event: All Things Space & Survival",2021-01-11,2021-01-11 15:55:00,134
"AustCham Webinar: Profit Maximising Data Science AI and Optimisation",2021-01-11,2021-01-11 15:55:00,369
"AZURE SQL Database Networking using Private Link and connecting with PAAS",2021-01-11,2021-01-11 15:55:00,2473
"BackEnd Virtual Job Fair. Tech Career Connect",2021-01-11,2021-01-11 15:55:00,796
"Black Hat SEO Secrets: How To GET Traffic NOW (Webinar with Craig Campbell)",2021-01-11,2021-01-11 16:05:00,6197
"Bulletproof Your 2021",2021-01-11,2021-01-11 16:05:00,275
"Computer Vision Power Bundle: Accelerated AI Camera + Low-code Software",2021-01-11,2021-01-11 16:10:00,181
"Disciplined Agile Senior Scrum Master (DASSM)",2021-01-11,2021-01-11 16:20:00,249
"DRONES IN CONSTRUCTION",2021-01-11,2021-01-11 16:25:00,536
"FinTech 2021",2021-01-12,2021-01-12 16:15:00,3
"FinTech China Insights Up-skill your Career 5-week Bootcamp HK$5800",2021-01-12,2021-01-12 16:20:00,126
"Free Training on Microsoft Azure AI-900 Fundamentals Certification (USA)",2021-01-12,2021-01-12 16:20:00,493
"Free Training on Microsoft Azure DP-900 Fundamentals Certification (USA)",2021-01-12,2021-01-12 16:20:00,493
"Free Training on PL-900: Microsoft Power Platform Fundamentals (USA)",2021-01-12,2021-01-12 16:20:00,367
"FREE Webinar | Microsoft Excel a Gateway to Analytics!",2021-01-12,2021-01-12 16:25:00,245
"FTE Show - Making Distributed Innovation work in New Product Development",2021-01-12,2021-01-12 16:25:00,120
"Greeks in Tech Live II",2021-01-12,2021-01-12 16:30:00,3333
"HCL Commerce Connect 2021",2021-01-12,2021-01-12 16:35:00,226
"How to address low power app implementation in NB-IoT and LTE-M",2021-01-12,2021-01-12 16:35:00,543
"Industrial Networks IIOT and Communications",2021-01-12,2021-01-12 16:45:00,266
"Innovation Olympics Open Innovation Summit 2021",2021-01-12,2021-01-12 16:45:00,1049
"InnovatorMD Global Summit 2021",2021-01-12,2021-01-12 16:45:00,4227
"Introduction to Machine Learning Course - Global AI Hub",2021-01-12,2021-01-12 16:50:00,540
"IoMT in the Covid World - Enable better care in the new normal.",2021-01-12,2021-01-12 16:50:00,215
"Machine Learning: Industry Usecases (Free Webinar)",2021-01-12,2021-01-12 17:00:00,260
"Mini-webinar: Chatbot - your new colleague",2021-01-12,2021-01-12 17:00:00,80
"Motorola Solutions Live - Safe Schools - with Todd Biwer and Ashley Lockard",2021-01-12,2021-01-12 17:05:00,142
"NEXT-GENERATION SAP ENTERPRISE ARCHITECT VIRTUAL CONFERENCE FEB. 23-252021",2021-01-12,2021-01-12 17:05:00,1119
"Oil & Gas Data Science Series: Machine Learning Solution Development",2021-01-13,2021-01-13 16:45:00,2484
"Onion Hour #3: Notworking Meets Networking",2021-01-13,2021-01-13 16:45:00,153
"Palm Oil Trade Fair and Seminar 2021",2021-01-13,2021-01-13 16:45:00,1322
"Power BI - Business Intelligence Training",2021-01-13,2021-01-13 16:50:00,658
"Retail Innovation Week 2021",2021-01-13,2021-01-13 16:50:00,5176
"Simcenter 3D 2021.1 Virtual Launch",2021-01-13,2021-01-13 16:55:00,1673
"Start the New Year with Unit Testing and Test Driven Development",2021-01-13,2021-01-13 17:05:00,1
"TECHPOD Meetup - AWS Cloud Day - Online Event",2021-01-13,2021-01-13 17:10:00,140
"Understanding The Role Of Artificial Intelligence In Education",2021-01-13,2021-01-13 17:25:00,220
"Webinar Radiopharmaceutical Packaging (January 12th)",2021-01-13,2021-01-13 17:30:00,780
"Webinar: Machine Learning Fundamentals for PMs by fmr Expedia Sr PM",2021-01-13,2021-01-13 17:35:00,725
"Webinar: Recruiting the Next Generation of Diverse STEM Professionals",2021-01-13,2021-01-13 17:35:00,464
"Whatsapp Chatbot Based Marketing Strategies",2021-01-13,2021-01-13 17:35:00,252
"Work Now + In the Future:Leading More <U+0093>HUMAN<U+0094> Workplaces in a Digital World",2021-01-13,2021-01-13 17:40:00,324
"YPO Presents Ask the Experts-CES Edition",2021-01-13,2021-01-13 17:40:00,247
"<U+2728>Merry Christmas & Happy New Year 2021 at FEDE showroom<U+2728>",2021-01-05,2021-01-05 20:14:07,112
"<U+2728>Merry Christmas & Happy New Year 2021 at FEDE showroom<U+2728>",2021-01-06,2021-01-06 19:15:53,112
"2 <e8>me Session des entretiens - Master Sp<e9>cialis<e9> Data Engineering-EHTP",2021-01-04,2021-01-04 22:39:35,232
"2 <e8>me Session des entretiens - Master Sp<e9>cialis<e9> Data Engineering-EHTP",2021-01-05,2021-01-05 20:14:07,306
"2 Days Free Workshop on Fundamentals of Python",2021-01-13,2021-01-13 18:05:42,18
"2021-01-07 RINGKNOCKER Virtual Meetup",2021-01-07,2021-01-07 23:33:45,136
"2021-01-07 RINGKNOCKER Virtual Meetup",2021-01-09,2021-01-09 20:53:21,140
"Black Hat SEO Secrets: How To GET Traffic NOW (Webinar with Craig Campbell)",2021-01-06,2021-01-06 13:54:17,5387
"Black Hat SEO Secrets: How To GET Traffic NOW (Webinar with Craig Campbell)",2021-01-09,2021-01-09 17:44:45,5924
"Black Hat SEO Secrets: How To GET Traffic NOW (Webinar with Craig Campbell)",2021-01-10,2021-01-10 21:04:14,6061
"Black Hat SEO Secrets: How To GET Traffic NOW (Webinar with Craig Campbell)",2021-01-11,2021-01-11 23:34:21,6247
"Computer Vision Power Bundle: Accelerated AI Camera + Low-code Software",2021-01-04,2021-01-04 22:39:35,58
"Computer Vision Power Bundle: Accelerated AI Camera + Low-code Software",2021-01-05,2021-01-05 01:21:37,87
"Computer Vision Power Bundle: Accelerated AI Camera + Low-code Software",2021-01-05,2021-01-05 23:22:53,156
"Computer Vision Power Bundle: Accelerated AI Camera + Low-code Software",2021-01-06,2021-01-06 09:50:53,173
"Computer Vision Power Bundle: Accelerated AI Camera + Low-code Software",2021-01-06,2021-01-06 14:05:45,175
"Disciplined Agile Senior Scrum Master (DASSM)",2021-01-07,2021-01-07 23:33:45,234
"Disciplined Agile Senior Scrum Master (DASSM)",2021-01-09,2021-01-09 21:28:37,247
"How to address low power app implementation in NB-IoT and LTE-M",2021-01-07,2021-01-07 23:48:31,395
"How to address low power app implementation in NB-IoT and LTE-M",2021-01-11,2021-01-11 10:02:58,455
"Industrial Networks IIOT and Communications",2021-01-05,2021-01-05 20:14:07,58
"Industrial Networks IIOT and Communications",2021-01-07,2021-01-07 23:48:31,162
"Industrial Networks IIOT and Communications",2021-01-13,2021-01-13 18:05:42,266
"Innovation Olympics Open Innovation Summit 2021",2021-01-06,2021-01-06 19:42:02,311
"Innovation Olympics Open Innovation Summit 2021",2021-01-09,2021-01-09 21:28:37,524
"Innovation Olympics Open Innovation Summit 2021",2021-01-10,2021-01-10 12:55:39,547
"Machine Learning: Industry Usecases (Free Webinar)",2021-01-06,2021-01-06 19:15:53,80
"Machine Learning: Industry Usecases (Free Webinar)",2021-01-07,2021-01-07 11:05:47,153
"Machine Learning: Industry Usecases (Free Webinar)",2021-01-07,2021-01-07 23:33:45,178
"Machine Learning: Industry Usecases (Free Webinar)",2021-01-09,2021-01-09 15:10:37,231
"Machine Learning: Industry Usecases (Free Webinar)",2021-01-10,2021-01-10 11:31:34,245
"Machine Learning: Industry Usecases (Free Webinar)",2021-01-11,2021-01-11 10:29:11,259
"Machine Learning: Industry Usecases (Free Webinar)",2021-01-12,2021-01-12 00:13:39,259
"Motorola Solutions Live - Safe Schools - with Todd Biwer and Ashley Lockard",2021-01-06,2021-01-06 13:54:17,71
"Motorola Solutions Live - Safe Schools - with Todd Biwer and Ashley Lockard",2021-01-07,2021-01-07 23:33:45,130
"NEXT-GENERATION SAP ENTERPRISE ARCHITECT VIRTUAL CONFERENCE FEB. 23-252021",2021-01-05,2021-01-05 10:51:31,65
"NEXT-GENERATION SAP ENTERPRISE ARCHITECT VIRTUAL CONFERENCE FEB. 23-252021",2021-01-07,2021-01-07 11:05:47,849
"NEXT-GENERATION SAP ENTERPRISE ARCHITECT VIRTUAL CONFERENCE FEB. 23-252021",2021-01-07,2021-01-07 23:33:45,867
"NEXT-GENERATION SAP ENTERPRISE ARCHITECT VIRTUAL CONFERENCE FEB. 23-252021",2021-01-07,2021-01-07 23:33:45,868
"NEXT-GENERATION SAP ENTERPRISE ARCHITECT VIRTUAL CONFERENCE FEB. 23-252021",2021-01-08,2021-01-08 15:59:32,895
"NEXT-GENERATION SAP ENTERPRISE ARCHITECT VIRTUAL CONFERENCE FEB. 23-252021",2021-01-09,2021-01-09 19:04:59,925
"NEXT-GENERATION SAP ENTERPRISE ARCHITECT VIRTUAL CONFERENCE FEB. 23-252021",2021-01-10,2021-01-10 19:33:21,943
"NEXT-GENERATION SAP ENTERPRISE ARCHITECT VIRTUAL CONFERENCE FEB. 23-252021",2021-01-13,2021-01-13 18:05:42,1175
"Power BI - Business Intelligence Training",2021-01-04,2021-01-04 22:39:35,282
"Power BI - Business Intelligence Training",2021-01-05,2021-01-05 09:55:01,287
"Power BI - Business Intelligence Training",2021-01-05,2021-01-05 20:14:07,290
"Power BI - Business Intelligence Training",2021-01-06,2021-01-06 13:54:17,297
"Power BI - Business Intelligence Training",2021-01-07,2021-01-07 23:33:45,307
"Power BI - Business Intelligence Training",2021-01-09,2021-01-09 17:44:45,314
"Smart Analyzers Core Committee Interviews 2021",2021-01-13,2021-01-13 18:05:42,19
"Understanding The Role Of Artificial Intelligence In Education",2021-01-06,2021-01-06 13:54:17,75
"Understanding The Role Of Artificial Intelligence In Education",2021-01-07,2021-01-07 11:05:47,158
"Understanding The Role Of Artificial Intelligence In Education",2021-01-07,2021-01-07 23:33:45,182
"Understanding The Role Of Artificial Intelligence In Education",2021-01-09,2021-01-09 19:04:59,209
"Understanding The Role Of Artificial Intelligence In Education",2021-01-09,2021-01-09 17:44:45,209
"Understanding The Role Of Artificial Intelligence In Education",2021-01-10,2021-01-10 11:31:34,219
"Webinar Radiopharmaceutical Packaging (January 12th)",2021-01-05,2021-01-05 20:14:07,590
"Webinar Radiopharmaceutical Packaging (January 12th)",2021-01-07,2021-01-07 23:48:31,638
"Webinar Radiopharmaceutical Packaging (January 12th)",2021-01-09,2021-01-09 18:26:53,683
